gamma,Re L,Im L,|L|
49.0523,-646.982426,-1110.897790,1285.566086
49.0723,-706.304419,-1067.858004,1280.307248
49.0923,-762.846945,-1021.645152,1275.027167
49.1123,-816.438802,-972.435091,1269.725294
49.1323,-866.919751,-920.413021,1264.401038
49.1523,-914.141032,-865.772806,1259.053763
49.1723,-957.965830,-808.716269,1253.682789
49.1923,-998.269718,-749.452461,1248.287395
49.2123,-1034.941030,-688.196906,1242.866814
49.2323,-1067.881213,-625.170824,1237.420238
49.2523,-1097.005111,-560.600342,1231.946816
49.2723,-1122.241216,-494.715677,1226.445657
49.2923,-1143.531863,-427.750322,1220.915829
49.3123,-1160.833378,-359.940212,1215.356362
49.3323,-1174.116171,-291.522885,1209.766248
49.3523,-1183.364791,-222.736648,1204.144444
49.3723,-1188.577917,-153.819727,1198.489872
49.3923,-1189.768308,-85.009438,1192.801422
49.4124,-1186.962701,-16.541345,1187.077954
49.4324,-1180.201654,51.351556,1181.318300
49.4524,-1169.539354,118.439657,1175.521269
49.4724,-1155.043361,184.497532,1169.685644
49.4924,-1136.794317,249.304720,1163.810191
49.5124,-1114.885600,312.646488,1157.893660
49.5324,-1089.422947,374.314568,1151.934787
49.5524,-1060.524014,434.107872,1145.932297
49.5724,-1028.317916,491.833180,1139.884912
49.5924,-992.944711,547.305791,1133.791351
49.6124,-954.554853,600.350152,1127.650333
49.6324,-913.308613,650.800447,1121.460586
49.6524,-869.375458,698.501146,1115.220847
49.6724,-822.933404,743.307519,1108.929869
49.6924,-774.168338,785.086116,1102.586425
49.7124,-723.273318,823.715192,1096.189313
49.7324,-670.447842,859.085098,1089.737360
49.7524,-615.897102,891.098624,1083.229429
49.7724,-559.831214,919.671296,1076.664424
49.7924,-502.464440,944.731632,1070.041293
49.8125,-444.014389,966.221334,1063.359039
49.8325,-384.701214,984.095456,1056.616719
49.8525,-324.746799,998.322498,1049.813456
49.8725,-264.373942,1008.884470,1042.948443
49.8925,-203.805539,1015.776898,1036.020947
49.9125,-143.263770,1019.008778,1029.030319
49.9325,-82.969287,1018.602491,1021.975996
49.9525,-23.140410,1014.593661,1014.857514
49.9725,36.007661,1007.030965,1007.674509
49.9925,94.263628,995.975905,1000.426727
50.0125,151.420853,981.502521,993.114028
50.0325,207.278104,963.697066,985.736399
50.0525,261.640274,942.657640,978.293953
50.0725,314.319080,918.493773,970.786946
50.0925,365.133726,891.325975,963.215776
50.1125,413.911554,861.285241,955.580996
50.1325,460.488642,828.512523,947.883321
50.1525,504.710385,793.158164,940.123633
50.1725,546.432033,755.381299,932.302994
50.1925,585.519191,715.349228,924.422653
50.2126,621.848282,673.236755,916.484050
50.2326,655.306968,629.225505,908.488832
50.2526,685.794526,583.503218,900.438858
50.2726,713.222184,536.263017,892.336208
50.2926,737.513411,487.702665,884.183194
50.3126,758.604155,438.023798,875.982369
50.3326,776.443043,387.431153,867.736537
50.3526,790.991530,336.131782,859.448763
50.3726,802.223995,284.334260,851.122382
50.3926,810.127795,232.247889,842.761013
50.4126,814.703268,180.081902,834.368568
50.4326,815.963690,128.044666,825.949260
50.4526,813.935175,76.342893,817.507619
50.4726,808.656542,25.180860,809.048502
50.4926,800.179118,-25.240370,800.577103
50.5126,788.566509,-74.723697,792.098965
50.5326,773.894315,-123.076734,783.619993
50.5526,756.249807,-170.112526,775.146464
50.5726,735.731556,-215.650252,766.685042
50.5926,712.449026,-259.515904,758.242784
50.6127,686.522120,-301.542936,749.827155
50.6327,658.080688,-341.572884,741.446038
50.6527,627.264008,-379.455961,733.107742
50.6727,594.220219,-415.051607,724.821015
50.6927,559.105727,-448.229015,716.595049
50.7127,522.084586,-478.867614,708.439487
50.7327,483.327840,-506.857510,700.364431
50.7527,443.012848,-532.099890,692.380442
50.7727,401.322580,-554.507388,684.498544
50.7927,358.444902,-574.004393,676.730220
50.8127,314.571826,-590.527332,669.087411
50.8327,269.898767,-604.024887,661.582503
50.8527,224.623766,-614.458180,654.228317
50.8727,178.946722,-621.800905,647.038094
50.8927,133.068603,-626.039412,640.025467
50.9127,87.190666,-627.172743,633.204439
50.9327,41.513664,-625.212621,626.589344
50.9527,-3.762935,-620.183392,620.194807
50.9727,-48.441726,-612.121913,614.035697
50.9927,-92.328142,-601.077402,608.127066
51.0128,-135.231211,-587.111231,602.484089
51.0328,-176.964305,-570.296680,597.121988
51.0528,-217.345866,-550.718643,592.055951
51.0728,-256.200119,-528.473291,587.301048
51.0928,-293.357760,-503.667690,582.872128
51.1128,-328.656619,-476.419377,578.783721
51.1328,-361.942297,-446.855901,575.049931
51.1528,-393.068774,-415.114321,571.684319
51.1728,-421.898982,-381.340669,568.699795
51.1928,-448.305348,-345.689379,566.108498
51.2128,-472.170301,-308.322683,563.921688
51.2328,-493.386739,-269.409977,562.149633
51.2528,-511.858453,-229.127162,560.801509
51.2728,-527.500523,-187.655954,559.885308
51.2928,-540.239652,-145.183179,559.407756
51.3128,-550.014474,-101.900040,559.374239
51.3328,-556.775806,-58.001371,559.788761
51.3528,-560.486856,-13.684879,560.653896
51.3728,-561.123387,30.849632,561.970778
51.3928,-558.673832,75.401042,563.739095
51.4129,-553.139356,119.767703,565.957110
51.4329,-544.533880,163.748229,568.621692
51.4529,-532.884044,207.142285,571.728371
51.4729,-518.229135,249.751380,575.271404
51.4929,-500.620954,291.379644,579.243849
51.5129,-480.123644,331.834603,583.637659
51.5329,-456.813466,370.927943,588.443780
51.5529,-430.778535,408.476253,593.652252
51.5729,-402.118501,444.301759,599.252319
51.5929,-370.944190,478.233032,605.232538
51.6129,-337.377210,510.105675,611.580888
51.6329,-301.549501,539.762986,618.284872
51.6529,-263.602854,567.056590,625.331625
51.6729,-223.688390,591.847047,632.708007
51.6929,-181.966003,614.004419,640.400697
51.7129,-138.603765,633.408812,648.396273
51.7329,-93.777306,649.950870,656.681290
51.7529,-47.669155,663.532242,665.242351
51.7729,-0.468060,674.066001,674.066164
51.7929,47.631719,681.477023,683.139601
51.8130,96.431141,685.702323,692.449738
51.8330,145.727134,686.691345,701.983903
51.8530,195.313359,684.406209,711.729701
51.8730,244.980997,678.821908,721.675046
51.8930,294.519535,669.926458,731.808182
51.9130,343.717573,657.720997,742.117699
51.9330,392.363628,642.219843,752.592548
51.9530,440.246947,623.450493,763.222046
51.9730,487.158310,601.453581,773.995885
51.9930,532.890846,576.282780,784.904132
52.0130,577.240822,548.004659,795.937229
52.0330,620.008443,516.698489,807.085992
52.0530,660.998624,482.456007,818.341604
52.0730,700.021759,445.381123,829.695611
52.0930,736.894460,405.589588,841.139916
52.1130,771.440290,363.208614,852.666769
52.1330,803.490457,318.376454,864.268755
52.1530,832.884493,271.241934,875.938791
52.1730,859.470903,221.963947,887.670112
52.1930,883.107778,170.710906,899.456258
52.2131,903.663376,117.660168,911.291069
52.2331,921.016675,62.997410,923.168668
52.2531,935.057878,6.915983,935.083454
52.2731,945.688884,-50.383772,947.030089
52.2931,952.823717,-108.695230,959.003487
52.3131,956.388913,-167.806218,970.998805
52.3331,956.323857,-227.499774,983.011427
52.3531,952.581083,-287.554921,995.036960
52.3731,945.126519,-347.747467,1007.071218
52.3931,933.939688,-407.850814,1019.110213
52.4131,919.013857,-467.636778,1031.150147
52.4331,900.356143,-526.876424,1043.187399
52.4531,877.987559,-585.340896,1055.218517
52.4731,851.943017,-642.802267,1067.240206
52.4931,822.271278,-699.034367,1079.249323
52.5131,789.034854,-753.813628,1091.242863
52.5331,752.309853,-806.919908,1103.217954
52.5531,712.185781,-858.137317,1115.171844
52.5731,668.765292,-907.255021,1127.101898
52.5931,622.163890,-954.068036,1139.005585
52.6132,572.509582,-998.378004,1150.880472
52.6332,519.942487,-1039.993947,1162.724215
52.6532,464.614398,-1078.732997,1174.534554
52.6732,406.688300,-1114.421099,1186.309302
52.6932,346.337849,-1146.893687,1198.046341
52.7132,283.746807,-1175.996325,1209.743612
52.7332,219.108439,-1201.585320,1221.399112
52.7532,152.624879,-1223.528293,1233.010883
52.7732,84.506454,-1241.704713,1244.577010
52.7932,14.970979,-1256.006393,1256.095613
52.8132,-55.756972,-1266.337941,1267.564839
52.8332,-127.446828,-1272.617171,1278.982860
52.8532,-199.862809,-1274.775461,1290.347867
52.8732,-272.764727,-1272.758074,1301.658062
52.8932,-345.908811,-1266.524421,1312.911655
52.9132,-419.048550,-1256.048284,1324.106861
52.9332,-491.935545,-1241.317980,1335.241891
52.9532,-564.320369,-1222.336481,1346.314953
52.9732,-635.953439,-1199.121480,1357.324243
52.9932,-706.585889,-1171.705404,1368.267946
53.0133,-775.970441,-1140.135376,1379.144228
53.0333,-843.862279,-1104.473127,1389.951235
53.0533,-910.019913,-1064.794854,1400.687090
53.0733,-974.206036,-1021.191026,1411.349890
53.0933,-1036.188366,-973.766143,1421.937703
53.1133,-1095.740483,-922.638437,1432.448565
53.1333,-1152.642633,-867.939538,1442.880480
53.1533,-1206.682524,-809.814074,1453.231416
53.1733,-1257.656095,-748.419240,1463.499304
53.1933,-1305.368255,-683.924309,1473.682036
53.2133,-1349.633599,-616.510114,1483.777467
53.2333,-1390.277084,-546.368470,1493.783409
53.2533,-1427.134682,-473.701572,1503.697636
53.2733,-1460.053990,-398.721344,1513.517877
53.2933,-1488.894799,-321.648759,1523.241821
53.3133,-1513.529629,-242.713125,1532.867117
53.3333,-1533.844216,-162.151331,1542.391369
53.3533,-1549.737961,-80.207080,1551.812141
53.3733,-1561.124321,2.869919,1561.126959
53.3933,-1567.931170,86.824772,1570.333307
53.4134,-1570.101091,171.398246,1579.428629
53.4334,-1567.591638,256.327627,1588.410336
53.4534,-1560.375528,341.347604,1597.275798
53.4734,-1548.440800,426.191149,1606.022355
53.4934,-1531.790903,510.590415,1614.647312
53.5134,-1510.444746,594.277639,1623.147942
53.5334,-1484.436688,676.986043,1631.521494
53.5534,-1453.816477,758.450735,1639.765186
53.5734,-1418.649129,838.409605,1647.876214
53.5934,-1379.014771,916.604218,1655.851754
53.6134,-1335.008411,992.780692,1663.688961
53.6334,-1286.739671,1066.690562,1671.384975
53.6534,-1234.332466,1138.091629,1678.936924
53.6734,-1177.924631,1206.748791,1686.341923
53.6934,-1117.667501,1272.434848,1693.597085
53.7134,-1053.725443,1334.931282,1700.699514
53.7334,-986.275345,1394.029012,1707.646316
53.7534,-915.506061,1449.529116,1714.434602
53.7734,-841.617811,1501.243518,1721.061486
53.7934,-764.821541,1548.995642,1727.524093
53.8135,-685.338256,1592.621029,1733.819560
53.8335,-603.398298,1631.967908,1739.945044
53.8535,-519.240613,1666.897728,1745.897720
53.8735,-433.111968,1697.285651,1751.674787
53.8935,-345.266155,1723.020991,1757.273471
53.9135,-255.963164,1744.007606,1762.691031
53.9335,-165.468331,1760.164251,1767.924760
53.9535,-74.051471,1771.424865,1772.971988
53.9735,18.014005,1777.738823,1777.830089
53.9935,110.451987,1779.071123,1782.496481
54.0135,202.984578,1775.402530,1786.968630
54.0335,295.333003,1766.729659,1791.244056
54.0535,387.218530,1753.065006,1795.320335
54.0735,478.363392,1734.436933,1799.195101
54.0935,568.491696,1710.889589,1802.866050
54.1135,657.330343,1682.482779,1806.330944
54.1335,744.609923,1649.291787,1809.587615
54.1535,830.065607,1611.407142,1812.633965
54.1735,913.438025,1568.934328,1815.467971
54.1935,994.474118,1521.993452,1818.087687
54.2136,1072.927979,1470.718854,1820.491251
54.2336,1148.561660,1415.258675,1822.676879
54.2536,1221.145961,1355.774377,1824.642875
54.2736,1290.461185,1292.440215,1826.387631
54.2936,1356.297861,1225.442665,1827.909630
54.3136,1418.457435,1154.979819,1829.207445
54.3336,1476.752920,1081.260730,1830.279747
54.3536,1531.009512,1004.504727,1831.125302
54.3736,1581.065159,924.940693,1831.742974
54.3936,1626.771094,842.806309,1832.131727
54.4136,1667.992313,758.347276,1832.290628
54.4336,1704.608018,671.816498,1832.218847
54.4536,1736.512002,583.473252,1831.915656
54.4736,1763.612990,493.582334,1831.380435
54.4936,1785.834926,402.413180,1830.612671
54.5136,1803.117212,310.238982,1829.611955
54.5336,1815.414891,217.335788,1828.377989
54.5536,1822.698780,123.981587,1826.910583
54.5736,1824.955548,30.455399,1825.209655
54.5936,1822.187739,-62.963645,1823.275233
54.6137,1814.413742,-155.997221,1821.107454
54.6337,1801.667711,-248.368726,1818.706564
54.6537,1783.999429,-339.804183,1816.072919
54.6737,1761.474114,-430.033141,1813.206981
54.6937,1734.172184,-518.789556,1810.109324
54.7137,1702.188960,-605.812660,1806.780627
54.7337,1665.634327,-690.847811,1803.221675
54.7537,1624.632343,-773.647317,1799.433361
54.7737,1579.320797,-853.971240,1795.416681
54.7937,1529.850727,-931.588170,1791.172734
54.8137,1476.385891,-1006.275967,1786.702723
54.8337,1419.102198,-1077.822474,1782.007950
54.8537,1358.187091,-1146.026194,1777.089815
54.8737,1293.838904,-1210.696926,1771.949818
54.8937,1226.266174,-1271.656364,1766.589550
54.9137,1155.686922,-1328.738656,1761.010698
54.9337,1082.327907,-1381.790917,1755.215040
54.9537,1006.423844,-1430.673696,1749.204442
54.9737,928.216604,-1475.261399,1742.980855
54.9937,847.954391,-1515.442660,1736.546315
55.0138,765.890891,-1551.120667,1729.902940
55.0338,682.284416,-1582.213436,1723.052924
55.0538,597.397025,-1608.654029,1715.998540
55.0738,511.493640,-1630.390728,1708.742131
55.0938,424.841151,-1647.387151,1701.286110
55.1138,337.707519,-1659.622315,1693.632958
55.1338,250.360877,-1667.090650,1685.785219
55.1538,163.068633,-1669.801956,1677.745496
55.1738,76.096578,-1667.781309,1669.516453
55.1938,-10.292001,-1661.068918,1661.100802
55.2138,-95.837189,-1649.719921,1652.501311
55.2338,-180.283304,-1633.804141,1643.720792
55.2538,-263.379739,-1613.405788,1634.762100
55.2738,-344.881782,-1588.623109,1625.628132
55.2938,-424.551414,-1559.567994,1616.321822
55.3138,-502.158082,-1526.365539,1606.846134
55.3338,-577.479443,-1489.153557,1597.204065
55.3538,-650.302078,-1448.082053,1587.398635
55.3738,-720.422170,-1403.312659,1577.432890
55.3938,-787.646149,-1355.018022,1567.309891
55.4139,-851.791299,-1303.381168,1557.032719
55.4339,-912.686323,-1248.594826,1546.604463
55.4539,-970.171870,-1190.860717,1536.028224
55.4739,-1024.101013,-1130.388821,1525.307108
55.4939,-1074.339686,-1067.396615,1514.444220
55.5139,-1120.767076,-1002.108288,1503.442669
55.5339,-1163.275958,-934.753934,1492.305556
55.5539,-1201.772997,-865.568731,1481.035976
55.5739,-1236.178982,-794.792101,1469.637016
55.5939,-1266.429023,-722.666863,1458.111746
55.6139,-1292.472691,-649.438372,1446.463224
55.6339,-1314.274110,-575.353660,1434.694487
55.6539,-1331.811991,-500.660566,1422.808554
55.6739,-1345.079620,-425.606871,1410.808418
55.6939,-1354.084795,-350.439443,1398.697049
55.7139,-1358.849709,-275.403372,1386.477389
55.7339,-1359.410783,-200.741138,1374.152350
55.7539,-1355.818449,-126.691766,1361.724815
55.7739,-1348.136888,-53.490022,1349.197632
55.7939,-1336.443713,18.634392,1336.573619
55.8140,-1320.829613,89.457610,1323.855555
55.8340,-1301.397949,158.762355,1311.046187
55.8540,-1278.264301,226.338663,1298.148224
55.8740,-1251.555985,291.984578,1285.164338
55.8940,-1221.411520,355.506816,1272.097165
55.9140,-1187.980061,416.721395,1258.949303
55.9340,-1151.420798,475.454227,1245.723314
55.9540,-1111.902314,531.541673,1232.421725
55.9740,-1069.601927,584.831059,1219.047025
55.9940,-1024.704983,635.181145,1205.601671
56.0140,-977.404146,682.462559,1192.088088
56.0340,-927.898643,726.558181,1178.508669
56.0540,-876.393504,767.363476,1164.865777
56.0740,-823.098778,804.786791,1151.161751
56.0940,-768.228735,838.749592,1137.398904
56.1140,-712.001059,869.186662,1123.579531
56.1340,-654.636025,896.046245,1109.705907
56.1540,-596.355681,919.290137,1095.780295
56.1740,-537.383016,938.893733,1081.804949
56.1940,-477.941139,954.846019,1067.782118
56.2141,-418.252453,967.149519,1053.714054
56.2341,-358.537840,975.820187,1039.603011
56.2541,-299.015853,980.887254,1025.451259
56.2741,-239.901922,982.393023,1011.261086
56.2941,-181.407573,980.392623,997.034805
56.3141,-123.739669,974.953707,982.774764
56.3341,-67.099667,966.156116,968.483353
56.3541,-11.682902,954.091486,954.163012
56.3741,42.322107,938.862828,939.816243
56.3941,94.734317,920.584055,925.445619
56.4141,145.380794,899.379476,911.053795
56.4341,194.097313,875.383251,896.643521
56.4541,240.728918,848.738816,882.217654
56.4741,285.130454,819.598269,867.779176
56.4941,327.167050,788.121730,853.331201
56.5141,366.714566,754.476674,838.877002
56.5341,403.660000,718.837239,824.420021
56.5541,437.901842,681.383505,809.963891
56.5741,469.350397,642.300766,795.512457
56.5941,497.928047,601.778774,781.069801
56.6142,523.569479,560.010974,766.640262
56.6342,546.221853,517.193728,752.228466
56.6542,565.844935,473.525529,737.839357
56.6742,582.411169,429.206211,723.478225
56.6942,595.905710,384.436160,709.150743
56.7142,606.326400,339.415520,694.863007
56.7342,613.683702,294.343403,680.621572
56.7542,618.000582,249.417114,666.433505
56.7742,619.312345,204.831378,652.306426
56.7942,617.666423,160.777580,638.248572
56.8142,613.122117,117.443022,624.268847
56.8342,605.750296,75.010201,610.376893
56.8542,595.633046,33.656105,596.583154
56.8742,582.863289,-6.448470,582.898959
56.8942,567.544343,-45.139572,569.336598
56.9142,549.789462,-82.260718,555.909416
56.9342,529.721326,-117.663490,542.631901
56.9542,507.471499,-151.208095,529.519792
56.9742,483.179853,-182.763893,516.590177
56.9942,456.993969,-212.209885,503.861611
57.0143,429.068493,-239.435165,491.354220
57.0343,399.564482,-264.339326,479.089819
57.0543,368.648719,-286.832832,467.092016
57.0743,336.493006,-306.837339,455.386315
57.0943,303.273443,-324.285976,444.000197
57.1143,269.169686,-339.123578,432.963187
57.1343,234.364198,-351.306875,422.306876
57.1543,199.041490,-360.804627,412.064915
57.1743,163.387346,-367.597724,402.272932
57.1943,127.588059,-371.679224,392.968393
57.2143,91.829653,-373.054350,384.190361
57.2343,56.297116,-371.740441,375.979149
57.2543,21.173631,-367.766850,368.375866
57.2743,-13.360180,-361.174798,361.421816
57.2943,-47.127001,-352.017176,355.157776
57.3143,-79.953559,-340.358309,349.623154
57.3343,-111.671337,-326.273669,344.855034
57.3543,-142.117273,-309.849545,340.887166
57.3743,-171.134432,-291.182669,337.748931
57.3943,-198.572663,-270.379805,335.464367
57.4144,-224.289216,-247.557293,334.051292
57.4344,-248.149338,-222.840557,333.520626
57.4544,-270.026837,-196.363580,333.875947
57.4744,-289.804607,-168.268338,335.113330
57.4944,-307.375123,-138.704208,337.221476
57.5144,-322.640893,-107.827343,340.182130
57.5344,-335.514873,-75.800023,343.970745
57.5544,-345.920839,-42.789977,348.557325
57.5744,-353.793722,-8.969681,353.907407
57.5944,-359.079886,25.484350,359.983078
57.6144,-361.737376,60.392307,366.743997
57.6344,-361.736108,95.571831,374.148349
57.6544,-359.058020,130.838773,382.153695
57.6744,-353.697169,166.007964,390.717714
57.6944,-345.659783,200.893987,399.798799
57.7144,-334.964265,235.311954,409.356537
57.7344,-321.641149,269.078278,419.352058
57.7544,-305.733003,302.011450,429.748281
57.7744,-287.294292,333.932799,440.510073
57.7944,-266.391182,364.667251,451.604325
57.8145,-243.101312,394.044067,462.999973
57.8345,-217.513505,421.897576,474.667978
57.8545,-189.727442,448.067878,486.581263
57.8745,-159.853292,472.401537,498.714635
57.8945,-128.011297,494.752244,511.044690
57.9145,-94.331315,514.981453,523.549705
57.9345,-58.952326,532.958993,536.209534
57.9545,-22.021902,548.563643,549.005496
57.9745,16.304366,561.683681,561.920270
57.9945,55.863469,572.217387,574.937793
58.0145,96.485610,580.073519,588.043162
58.0345,137.994871,585.171742,601.222548
58.0545,180.209898,587.443019,614.463105
58.0745,222.944619,586.829955,627.752896
58.0945,266.008974,583.287104,641.080822
58.1145,309.209671,576.781225,654.436553
58.1345,352.350956,567.291487,667.810472
58.1545,395.235390,554.809637,681.193619
58.1745,437.664648,539.340111,694.577641
58.1945,479.440313,520.900097,707.954748
58.2146,520.364681,499.519553,721.317673
58.2346,560.241564,475.241168,734.659634
58.2546,598.877092,448.120281,747.974303
58.2746,636.080512,418.224742,761.255773
58.2946,671.664971,385.634731,774.498534
58.3146,705.448300,350.442526,787.697447
58.3346,737.253772,312.752219,800.847722
58.3546,766.910848,272.679388,813.944898
58.3746,794.255905,230.350725,826.984824
58.3946,819.132937,185.903615,839.963644
58.4146,841.394234,139.485674,852.877782
58.4346,860.901029,91.254241,865.723927
58.4546,877.524113,41.375837,878.499020
58.4746,891.144428,-9.974421,891.200247
58.4946,901.653607,-62.613439,903.825022
58.5146,908.954492,-116.350800,916.370982
58.5346,912.961599,-170.989451,928.835977
58.5546,913.601551,-226.326415,941.218062
58.5746,910.813465,-282.153536,953.515488
58.5946,904.549287,-338.258244,965.726697
58.6147,894.774089,-394.424342,977.850312
58.6347,881.466315,-450.432813,989.885136
58.6547,864.617973,-506.062638,1001.830142
58.6747,844.234785,-561.091637,1013.684467
58.6947,820.336280,-615.297305,1025.447408
58.7147,792.955838,-668.457670,1037.118420
58.7347,762.140680,-720.352137,1048.697105
58.7547,727.951807,-770.762353,1060.183210
58.7747,690.463892,-819.473048,1071.576624
58.7947,649.765107,-866.272884,1082.877372
58.8147,605.956912,-910.955291,1094.085609
58.8347,559.153787,-953.319286,1105.201619
58.8547,509.482912,-993.170285,1116.225807
58.8747,457.083798,-1030.320887,1127.158697
58.8947,402.107875,-1064.591645,1138.000929
58.9147,344.718028,-1095.811806,1148.753251
58.9347,285.088087,-1123.820025,1159.416520
58.9547,223.402276,-1148.465054,1169.991691
58.9747,159.854616,-1169.606390,1180.479820
58.9947,94.648297,-1187.114893,1190.882055
59.0148,27.994997,-1200.873368,1201.199636
59.0348,-39.885821,-1210.777097,1211.433885
59.0548,-108.767650,-1216.734342,1221.586207
59.0748,-178.417717,-1218.666795,1231.658086
59.0948,-248.597778,-1216.509983,1241.651075
59.1148,-319.064945,-1210.213625,1251.566801
59.1348,-389.572537,-1199.741947,1261.406953
59.1548,-459.870946,-1185.073931,1271.173280
59.1748,-529.708524,-1166.203527,1280.867591
59.1948,-598.832475,-1143.139805,1290.491746
59.2148,-666.989769,-1115.907051,1300.047653
59.2348,-733.928057,-1084.544815,1309.537265
59.2548,-799.396584,-1049.107899,1318.962578
59.2748,-863.147115,-1009.666290,1328.325622
59.2948,-924.934847,-966.305041,1337.628462
59.3148,-984.519319,-919.124097,1346.873192
59.3348,-1041.665315,-868.238057,1356.061928
59.3548,-1096.143751,-813.775899,1365.196813
59.3748,-1147.732546,-755.880634,1374.280004
59.3948,-1196.217472,-694.708918,1383.313674
59.4149,-1241.392989,-630.430610,1392.300006
59.4349,-1283.063047,-563.228280,1401.241192
59.4549,-1321.041861,-493.296667,1410.139426
59.4749,-1355.154659,-420.842090,1418.996905
59.4949,-1385.238389,-346.081820,1427.815822
59.5149,-1411.142394,-269.243399,1436.598366
59.5349,-1432.729047,-190.563924,1445.346717
59.5549,-1449.874342,-110.289296,1454.063044
59.5749,-1462.468442,-28.673424,1462.749504
59.5949,-1470.416183,54.022599,1471.408234
59.6149,-1473.637522,137.531350,1480.041357
59.6349,-1472.067946,221.579960,1488.650972
59.6549,-1465.658818,305.891021,1497.239155
59.6749,-1454.377676,390.183519,1505.807957
59.6949,-1438.208479,474.173780,1514.359404
59.7149,-1417.151788,557.576434,1522.895489
59.7349,-1391.224900,640.105392,1531.418178
59.7549,-1360.461919,721.474832,1539.929403
59.7749,-1324.913772,801.400185,1548.431064
59.7949,-1284.648161,879.599131,1556.925024
59.8150,-1239.749465,955.792589,1565.413112
59.8350,-1190.318577,1029.705699,1573.897119
59.8550,-1136.472681,1101.068804,1582.378800
59.8750,-1078.344981,1169.618410,1590.859869
59.8950,-1016.084362,1235.098139,1599.342003
59.9150,-949.855000,1297.259658,1607.826838
59.9350,-879.835921,1355.863587,1616.315970
59.9550,-806.220492,1410.680388,1624.810954
59.9750,-729.215879,1461.491210,1633.313306
59.9950,-649.042440,1508.088723,1641.824499
60.0150,-565.933071,1550.277900,1650.345966
60.0350,-480.132513,1587.876769,1658.879099
60.0550,-391.896605,1620.717128,1667.425248
60.0750,-301.491501,1648.645208,1675.985724
60.0950,-209.192844,1671.522299,1684.561795
60.1150,-115.284902,1689.225324,1693.154690
60.1350,-20.059674,1701.647366,1701.765598
60.1550,76.184037,1708.698137,1710.395665
60.1750,173.141586,1710.304402,1719.046002
60.1950,270.503462,1706.410338,1727.717675
60.2151,367.956294,1696.977847,1736.411716
60.2351,465.183875,1681.986798,1745.129114
60.2551,561.868195,1661.435220,1753.870822
60.2751,657.690498,1635.339431,1762.637752
60.2951,752.332331,1603.734103,1771.430780
60.3151,845.476614,1566.672271,1780.250743
60.3351,936.808698,1524.225276,1789.098440
60.3551,1026.017429,1476.482648,1797.974631
60.3751,1112.796205,1423.551927,1806.880041
60.3951,1196.844014,1365.558422,1815.815354
60.4151,1277.866475,1302.644911,1824.781218
60.4351,1355.576845,1234.971277,1833.778241
60.4551,1429.697020,1162.714090,1842.806996
60.4751,1499.958501,1086.066127,1851.868013
60.4951,1566.103342,1005.235839,1860.961786
60.5151,1627.885060,920.446757,1870.088768
60.5351,1685.069515,831.936855,1879.249372
60.5551,1737.435756,739.957849,1888.443969
60.5751,1784.776820,644.774460,1897.672891
60.5951,1826.900495,546.663619,1906.936426
60.6152,1863.630035,445.913635,1916.234818
60.6352,1894.804824,342.823318,1925.568267
60.6552,1920.281000,237.701066,1934.936928
60.6752,1939.932012,130.863910,1944.340910
60.6952,1953.649135,22.636534,1953.780273
60.7152,1961.341919,-86.649738,1963.255027
60.7352,1962.938588,-196.657989,1972.765132
60.7552,1958.386375,-307.046761,1982.310498
60.7752,1947.651793,-417.471147,1991.890977
60.7952,1930.720847,-527.583887,2001.506370
60.8152,1907.599189,-637.036477,2011.156418
60.8352,1878.312194,-745.480289,2020.840805
60.8552,1842.904987,-852.567702,2030.559154
60.8752,1801.442396,-957.953220,2040.311025
60.8952,1754.008847,-1061.294602,2050.095916
60.9152,1700.708183,-1162.253978,2059.913258
60.9352,1641.663434,-1260.498958,2069.762415
60.9552,1577.016514,-1355.703724,2079.642679
60.9752,1506.927854,-1447.550113,2089.553275
60.9952,1431.575982,-1535.728668,2099.493351
61.0153,1351.157030,-1619.939672,2109.461983
61.0353,1265.884195,-1699.894154,2119.458169
61.0553,1175.987134,-1775.314863,2129.480829
61.0753,1081.711302,-1845.937202,2139.528802
61.0953,983.317247,-1911.510134,2149.600847
61.1153,881.079842,-1971.797039,2159.695639
61.1353,775.287472,-2026.576533,2169.811768
61.1553,666.241176,-2075.643235,2179.947738
61.1753,554.253746,-2118.808490,2190.101968
61.1953,439.648782,-2155.901037,2200.272785
61.2153,322.759706,-2186.767624,2210.458430
61.2353,203.928753,-2211.273568,2220.657049
61.2553,83.505917,-2229.303254,2230.866701
61.2753,-38.152125,-2240.760577,2241.085350
61.2953,-160.683110,-2245.569319,2251.310869
61.3153,-283.720316,-2243.673471,2261.541037
61.3353,-406.893702,-2235.037479,2271.773540
61.3553,-529.831059,-2219.646434,2282.005969
61.3753,-652.159177,-2197.506194,2292.235823
61.3953,-773.505011,-2168.643442,2302.460506
61.4154,-893.496863,-2133.105668,2312.677330
61.4354,-1011.765544,-2090.961096,2322.883515
61.4554,-1127.945548,-2042.298541,2333.076186
61.4754,-1241.676206,-1987.227191,2343.252379
61.4954,-1352.602833,-1925.876341,2353.409039
61.5154,-1460.377858,-1858.395041,2363.543022
61.5354,-1564.661930,-1784.951699,2373.651096
61.5554,-1665.125007,-1705.733610,2383.729942
61.5754,-1761.447410,-1620.946426,2393.776158
61.5954,-1853.320853,-1530.813569,2403.786256
